DTXSID_combined,Formula,Mass,Name,NumSpectra
DTXSID10694010,C20H34O3,322.250795,15-OxoEDE,5.0
DTXSID10694015,C24H36N2O2,384.277678,Oleoyl Oxazolopyridine,6.0
DTXSID10694030,C18H19N6,319.16712,CAY10498,3.0
DTXSID10703035,C26H53NO4S,475.36953,2-tetracosanamidoethanesulfonic acid,3.0
DTXSID10720388,C22H30O6,390.204239,16-phenoxy tetranor PGF2a,3.0
DTXSID10724548,C20H36O5,356.256274,11ß-Prostaglandin F1ß,3.0
DTXSID1074830,C8H10O4,170.057909,Penicillic Acid,3.0
DTXSID1075353,C9H10INO3,306.970536,Monoiodotyrosine( MIT),3.0
DTXSID10790263,C20H30O5,350.209324,19(R)-hydroxy-PGA2,3.0
DTXSID10849503,C20H30O3,318.219495,14(15)-EpETE,2.0
DTXSID10849523,C18H30O5,326.209324,"2,3-Dinor-11b-PGF2a",3.0
DTXSID10849528,C14H25NO5S,319.145344,4-hydroxy Nonenal Mercapturic Acid,3.0
DTXSID10849543,C17H25N3O,287.199762,CAY10462,3.0
DTXSID10861583,C9H10O5,198.052823,Vanillylmandelic acid,3.0
DTXSID10864094,C8H11NO,137.084064,2-Amino-1-Phenylethanol,3.0
DTXSID10872396,C28H44NO2,426.337205,Methylbenzethonium,3.0
DTXSID10873222,C20H24O9,408.142032,Ginkgolide A,1.0
DTXSID10873368,C19H15NO6,353.089937,(R)-(+)-Acenocoumarol,5.0
DTXSID10876051,C10H13NO4,211.084458,6-Maleimidocaproic acid,3.0
DTXSID10883220,C4H8N2O3,132.053492,L-Asparagine,5.0
DTXSID10883225,C5H9NO3,131.058243,Trans-4-Hydroxy-L-proline,4.0
DTXSID10883407,C5H6O4,130.026609,Mesaconic acid,2.0
DTXSID10883624,C10H13N5O3,251.101839,Deoxyadenosine,3.0
DTXSID10886034,C16H28O3,268.203845,Methoprene acid,2.0
DTXSID10887223,C20H37NO2,323.282429,Linoleoyl Ethanolamide,3.0
DTXSID10889328,C6H13O9P,260.029719,D-Glucose 6-phosphate,3.0
DTXSID10891502,C16H16O9,352.079432,4-Methylumbelliferyl ß-D-glucuronide,3.0
DTXSID10891901,C7H14O8,226.068867,Glucoheptonic acid,3.0
DTXSID10894790,C18H24O3,288.172545,16b-Hydroxyestradiol,3.0
DTXSID10895025,C11H14O4,210.089209,Sinapyl alcohol,6.0
DTXSID10897600,C5H11O8P,230.019154,D-Ribose 5-phosphate,3.0
DTXSID20156452,C20H41NO3,343.308644,Dihydroceramide C2,3.0
DTXSID20160852,C19H21ClN2O2S,376.101226,Capsazepine,6.0
DTXSID20163782,C9H7NO2,161.047678,2-Indolecarboxylic acid,3.0
DTXSID20171928,C19H26N6O,354.216809,(R)-Roscovitine,3.0
DTXSID20175042,C23H21NO,327.162314,JWH 073,3.0
DTXSID20175128,C17H19ClN2OS,334.090662,7-Hydroxychlorpromazine,3.0
DTXSID20179308,C11H15N5O3S,297.08956,5'-Deoxy-5'-(methylthio)adenosine,6.0
DTXSID20180494,C5H9NO3,131.058243,cis-4-Hydroxy-D-proline,4.0
DTXSID20184674,C14H13NO2,227.094629,a-Aminodiphenylacetic acid,3.0
DTXSID20189063,C24H26O13,522.137341,Centaurein,6.0
DTXSID20189205,C7H8N2O2,152.058578,N-Hydroxymethylnicotinamide,6.0
DTXSID20189705,C21H25N3,319.204848,Dimebolin,3.0
DTXSID20197507,C15H16O3,244.109944,Osthol,3.0
DTXSID20198756,C8H7NO2,149.047678,N-Acetyl-p-benzoquinonimine,3.0
DTXSID2020006,C8H9NO2,151.063329,"p-Acetamidophenol (Acetaminophen, Tylenol)",2.0
DTXSID20200101,C16H12O5,284.068473,Physcion,3.0
DTXSID20200949,C6H5N5O2,179.044324,Isoxanthopterin,6.0
DTXSID2020216,C15H24O,220.182715,BHT,2.0
DTXSID2020260,C24H40O4,392.29266,Chenodeoxycholic Acid,3.0
DTXSID2020341,C18H21NO3,299.152144,Codeine,3.0
DTXSID2020347,C14H16ClO5PS,362.014459,Coumophos,3.0
DTXSID2020634,C4H3FN2O2,130.017856,Fluorouracil,3.0
DTXSID20208561,C21H22ClFN4O2,416.141532,Halopemide,6.0
DTXSID2020890,C5H6N2OS,142.020084,Methylthiouracil,6.0
DTXSID2020892,C6H9N3O3,171.064391,Metronidazole,3.0
DTXSID2020898,C15H18N4O5,334.12772,Mitomycin,6.0
DTXSID2020929,C6H6N2O,122.048013,Niacinamide,3.0
DTXSID20211535,C5H10O3,118.062994,ß-Hydroxyisovaleric acid,3.0
DTXSID2021238,C6H6O2,110.036779,resorcinol,3.0
DTXSID2021288,C12H22O11,342.116212,Sucrose,3.0
DTXSID2021650,C3H4O3,88.016044,Pyruvic acid,1.0
DTXSID2021652,C15H30O2,242.22458,Pentadecylic acid,2.0
DTXSID2021656,C8H8O2,136.052429,Phenylacetic acid,3.0
DTXSID20218968,C17H14O5,298.084124,"3-Hydroxy-3',4'-Dimethoxyflavone",3.0
DTXSID2021995,C12H17NO,191.131014,diethyltoluamide,3.0
DTXSID2022048,C15H10O2,222.06808,Flavone,3.0
DTXSID2022387,C19H14O3,290.094294,Rosolic Acid,6.0
DTXSID2022389,C15H10O5,270.052823,Baicalein,6.0
DTXSID20225814,C22H32O4,360.23006,16(S)-Iloprost,3.0
DTXSID2022591,C7H7NO3,153.042593,4-Aminosalicylic acid,2.0
DTXSID2022628,C14H22N2O3,266.163043,Atenolol,3.0
DTXSID2022672,C28H37FO7,504.252332,ßmethasone dipropionate,3.0
DTXSID2022674,C18H29NO3,307.214744,Betaxolol,3.0
DTXSID2022880,C22H27NO2,337.204179,Danazol,3.0
DTXSID2022961,C19H21NS,295.13947,Dothiepin,2.0
DTXSID2023016,C21H28O2,312.20893,Ethisterone,3.0
DTXSID2023064,C15H14FN3O3,303.10192,Flumazenil,3.0
DTXSID2023191,C19H24N2O3,328.178693,Labetalol,3.0
DTXSID2023193,C12H22O11,342.116212,Lactose,3.0
DTXSID2023195,C9H7Cl2N5,255.007851,Lamotrigine,3.0
DTXSID2023224,C22H23ClN2O2,382.144806,Loratadine,3.0
DTXSID2023270,C4H11N5,129.101445,Metformin,3.0
DTXSID2023272,C22H22N2O8,442.137616,Methacycline,6.0
DTXSID2023307,C21H27N3O2,353.210327,Methysergide,3.0
DTXSID20234704,C18H16O7,344.089603,Eupatorin,6.0
DTXSID2023480,C22H28NO3,354.206919,Pipenzolate,3.0
DTXSID2023567,C17H14O4S,314.06128,Rofecoxib,6.0
DTXSID2023692,C24H34N2O5,430.246772,Trandolapril,3.0
DTXSID20241695,C9H14N2O5,230.090272,2-Acetyl-5-tetrahydroxybutyl Imidazole,6.0
DTXSID2024456,C13H10N2,194.084398,9-Aminoacridine,3.0
DTXSID2025183,C13H12N2O,212.094963,Diphenylurea,6.0
DTXSID2025428,C10H6O3,174.031694,Lawsone,3.0
DTXSID2025505,C18H32O2,280.24023,Linoleic acid,2.0
DTXSID2025680,C16H22O4,278.151809,Phthalic acid Mono-2-ethylhexyl Ester,6.0
DTXSID2025715,C17H18N2O6,346.116486,Nifedipine,6.0
DTXSID2026230,C7H8NO2,138.055504,Trigonelline,2.0
DTXSID2026608,C5H6O4,130.026609,Itaconic acid,3.0
DTXSID2027098,C4H7NO4,133.037508,Diglykokoll,5.0
DTXSID20274307,C20H36O3,324.266445,(±)15-HEDE,2.0
DTXSID2029169,C19H36O3,312.266445,Ricinoleic Acid methyl ester,3.0
DTXSID2029874,C20H21ClO4,360.112837,Fenofibrate,3.0
DTXSID2032005,C26H33NO2,391.251129,4-Hydroxyphenylretinamide,3.0
DTXSID20332375,C20H34O5,354.240624,15-keto-PGF1a,6.0
DTXSID20332815,C43H32O20,868.148693,Theaflavin Digallate,3.0
DTXSID20334359,C10H8N2O2S,220.030648,Mirin,6.0
DTXSID20352972,C9H10O4,182.057909,3-Methylorsellinic Acid,3.0
DTXSID20369449,C12H18N2O,206.141913,HET0016,3.0
DTXSID2037631,C10H12O2,164.08373,Benzenebutanoic acid,3.0
DTXSID20376673,C5H6N2O,110.048013,2-(hydroxymethyl)-Pyrimidine,3.0
DTXSID20390596,C20H28O4,332.198759,PGB3,2.0
DTXSID20397383,C13H10BrN3O4,350.985469,SB 225002,3.0
DTXSID20398097,C14H12O4,244.073559,Cearoin,5.0
DTXSID2040236,C6H6O4,142.026609,Kojic Acid,5.0
DTXSID2040446,C18H26ClN3,319.181526,Chloroquine,5.0
DTXSID2040577,C21H16FN3OS,377.099811,SB 203580,6.0
DTXSID2040652,C15H22O5,282.146724,Artemisinin,3.0
DTXSID2040789,C15H26O,222.198365,"trans,trans-Farnesol",3.0
DTXSID2040993,C29H38O4,450.27701,Celastrol,4.0
DTXSID2040995,C12H17NO3,223.120843,Cerulenin,3.0
DTXSID2041046,C22H32O4,360.23006,Iloprost,3.0
DTXSID2041048,C11H9NO2,187.063329,Indoleacrylic acid,6.0
DTXSID2041094,C8H12N2,136.100048,Phenelzine,3.0
DTXSID20425675,C17H15BrN4O2S,418.009909,KH7,6.0
DTXSID2042692,C18H17ClO6,364.071366,Radicicol,3.0
DTXSID2042696,C6H13N5O4,219.096754,L-NNA,6.0
DTXSID20432703,C19H34NO5P,387.21746,FTY720 (R)-Phosphate,6.0
DTXSID20435153,C23H40N2O3,392.303893,AUDA,6.0
DTXSID2043874,C8H11NO,137.084064,Tyramine,3.0
DTXSID2044131,C15H14N4O2S,314.083746,Sulfaphenazole,6.0
DTXSID2045153,C12H12N4O3,260.09094,Furafylline,3.0
DTXSID2045442,C13H18Br2N2O,375.978589,Ambroxol,3.0
DTXSID2045650,C4H7NO4,133.037508,D-Aspartic acid,4.0
DTXSID2045658,C9H15NO2,169.110279,Aceclidine,3.0
DTXSID2045864,C17H22N4O,298.179361,Minaprine,3.0
DTXSID2045868,C16H23NO,245.177964,Tolperisone,1.0
DTXSID2045993,C10H12N4O5,268.08077,Inosine,6.0
DTXSID2046412,C4H9NO3,119.058243,L-Threonine,2.0
DTXSID2046418,C6H12N2O4S2,240.023848,L-Cystine,3.0
DTXSID2046541,C8H15NOS2,205.059506,lipoamide,3.0
DTXSID20467676,C25H32N2OS,408.223534,CAY10570,3.0
DTXSID20469635,C17H31NO3,297.230394,N-tridecanoyl-L-Homserine lactone,3.0
DTXSID20469690,C12H16O2,192.11503,tert-butyl p-Toluate,3.0
DTXSID20470105,C25H41NO3,403.308644,CB-25,3.0
DTXSID2047436,C26H43NO6,465.309038,Glycocholic Acid,6.0
DTXSID2047511,C18H36O2,284.27153,Palmitic Acid ethyl ester,3.0
DTXSID2048030,C21H27N3O7S,465.156971,Bacampicillin,3.0
DTXSID2048167,C8H13N3O4,215.090606,FK-409,6.0
DTXSID2048535,C17H19NO,253.146664,Nefopam,3.0
DTXSID2048539,C18H28N2O4,336.204907,Acebutolol,3.0
DTXSID2048585,C24H30O5,398.209324,Beraprost,3.0
DTXSID2048743,C25H28N6O7S3,620.118159,Cefditorin Pivoxil,6.0
DTXSID2049000,C15H11ClN2O,270.055991,N-Desmethyldiazepam (Nordazepam),3.0
DTXSID2049262,C7H9NO,123.068414,4-Amino-m-cresol,3.0
DTXSID2051716,C5H5NO,95.037114,2-hydroxypyridine,2.0
DTXSID2052281,C7H8N4O2,180.064726,Paraxanthine,6.0
DTXSID2052310,C5H5NO,95.037114,4-Hydroxypyridine,5.0
DTXSID20557748,C26H43NO3,417.324294,Oleoyl dopamine,3.0
DTXSID20587883,C14H16N2OS,260.098334,CAY10554,6.0
DTXSID2060129,C16H30O4,286.214409,Hexadecanedioic acid,2.0
DTXSID2060915,C10H16N2,164.131349,TMPD,3.0
DTXSID2062242,C6H6N2S,138.025169,4-Pyridylthioamide,6.0
DTXSID2062454,C10H12O4,196.073559,Acetosyringone,3.0
DTXSID2062662,C7H9NO,123.068414,4-Amino-o-cresol,3.0
DTXSID2062901,C9H10O4,182.057909,Methyl Orsellinate,3.0
DTXSID20647214,C11H15NOS,209.087435,S107,3.0
DTXSID20654261,C13H15N2O2,231.113353,(1H-Indol-4-yl)-Carbamic Acid tert-butyl ester,3.0
DTXSID20658507,C15H28O5,288.193674,"1,2-Dihexanoyl-sn-glycerol",3.0
DTXSID20680166,C19H20ClN3O4,389.114234,CAY10607,3.0
DTXSID20680464,C26H43NO3,417.324294,CB-86,6.0
DTXSID20693938,C9H12O2,152.08373,4-hydroxy Nonenal Alkyne,2.0
DTXSID20693993,C35H34N6O3,586.269239,JMV3002,3.0
DTXSID20694006,C22H32O3,344.235145,(±)10-HDoHE,3.0
DTXSID20723587,C18H32O3,296.235145,9(R)-HODE,2.0
DTXSID20724539,C20H36O5,356.256274,8-iso Prostaglandin F1a,3.0
DTXSID20724579,C22H45NO6PS2,514.242591,"1,2-bis(heptanoylthio) Glycerophosphocholine",3.0
DTXSID20737407,C22H15Cl2FN4O2,456.055609,CAY10561,2.0
DTXSID2074740,C4H8O3,104.047344,4-hydroxybutanoic acid,1.0
DTXSID2075340,C10H12N2,160.100048,Tryptamine,3.0
DTXSID2075421,C9H10O3,166.062994,3-(2-Hydroxyphenyl)propionic acid,6.0
DTXSID20849534,C36H61N5O6,659.462185,C-12 NBD Ceramide,6.0
DTXSID20849610,C20H32O6,368.219889,"15(R),19(R)-hydroxy Prostaglandin E2",2.0
DTXSID20859299,C19H15NO6,353.089937,(S)-(-)-Acenocoumarol,5.0
DTXSID20864888,C13H17NO2,219.125929,Ritalinic acid,1.0
DTXSID20872408,C30H46O4,470.33961,18a-Glycyrrhetinic Acid,6.0
DTXSID20873879,C6H12O7,196.058303,D-Mannonate,2.0
DTXSID20873899,C3H7NO2,89.047678,L-Alanine,4.0
DTXSID20877256,C13H17NO4,251.115758,Acetyl Tyrosine Ethyl Ester,6.0
DTXSID20883211,C9H13N2O9P,324.035867,Uridine monophosphate (UMP),3.0
DTXSID20883458,C18H32O16,504.169035,Melezitose,3.0
DTXSID20883539,C11H13NO3,207.089543,N-Acetyl-D-phenylalanine,3.0
DTXSID20884107,C10H13NO3,195.089543,O-Benzyl-L-Serine,6.0
DTXSID20891553,C6H13O9P,260.029719,D-Fructose 1-phosphate,3.0
DTXSID20896947,C10H14N5O7P,347.063084,deoxyguanosine 5'-monophosphate (dGMP),6.0
DTXSID20896987,C18H16O8,360.084517,Rosmarinic Acid,6.0
DTXSID20897510,C23H37NO5S,439.239244,Leukotriene E4,5.0
DTXSID30151872,C19H28N4O3,360.216141,LY255283,6.0
DTXSID30152324,C20H13N3O2,327.100777,Bisindolylmaleimide IV,3.0
DTXSID30156448,C6H8O3,128.047344,"Dihydro-4,4-dimethyl-2,3-furandione",2.0
DTXSID30162685,C10H18O2,170.13068,9-Decenoic acid,1.0
DTXSID30164149,C18H30N2O2,306.230728,Butacaine,6.0
DTXSID30170886,C19H39NO2,313.298079,R-Palmitoyl-(2-methyl) Ethanolamide,3.0
DTXSID30175295,C10H8O4,192.042259,4-Methyldaphnetin,3.0
DTXSID30176363,C28H41N7O3,523.327088,PD 173074,3.0
DTXSID30176686,C19H23N3O,309.184112,CAY10441,3.0
DTXSID30180288,C27H40O2,396.302831,d-Tocotrienol,3.0
DTXSID30180485,C6H8O4,144.042259,Allylmalonic acid,3.0
DTXSID30181694,C14H28O2,228.20893,(+)-Isomyristic acid,2.0
DTXSID30183057,C15H10ClFN2O,288.046569,N-1-Desalkylflurazepam,3.0
DTXSID30183638,C7H5N3O2,163.038176,7-Nitroindazole,3.0
DTXSID30195993,C30H28N2O6S,544.166807,GW 627368X,6.0
DTXSID30196066,C13H12N2O,212.094963,Harmine,3.0
DTXSID30197275,C21H22O8,402.131468,Nobiletin,3.0
DTXSID30197417,C20H20O7,372.120903,Tangeritin,3.0
DTXSID30197457,C13H10O5,246.052823,Isopimpinellin,3.0
DTXSID30197710,C6H12O6,180.063388,a-D-Glucose,3.0
DTXSID3020043,C4H6N4O3,158.04399,Allantoin,3.0
DTXSID30201149,C22H20O6,380.125988,Robustic Acid,6.0
DTXSID3020205,C19H20O4,312.136159,Benzylbutylphthalate,3.0
DTXSID3020253,C40H56,536.438202,ß-Carotene,2.0
DTXSID3020257,C6H6O2,110.036779,Pyrocatechol,6.0
DTXSID3020332,C6H8O7,192.027003,Citric acid,3.0
DTXSID3020336,C12H15ClO3,242.070972,Clofibrate,3.0
DTXSID3020465,C18H20O2,268.14633,Diethylstilbestrol,2.0
DTXSID3020912,C12H12N2O3,232.084792,Nalidixic acid,6.0
DTXSID30209246,C30H35NO10,569.226096,Aklavine,3.0
DTXSID30209625,C23H49NO5PS,482.306906,HEPC,3.0
DTXSID30210271,C6H6N4O2,166.049075,1-Methylxanthine,3.0
DTXSID3021196,C9H16ClN5,229.109423,Propazine,3.0
DTXSID3021304,C2H7NO3S,125.014664,Taurine,3.0
DTXSID3021518,C4H4O4,116.010959,Fumaric acid,1.0
DTXSID3021641,C9H18O2,158.13068,Nonanoic acid,1.0
DTXSID3021645,C8H16O2,144.11503,Caprylic acid,1.0
DTXSID30216455,C11H15NO,177.115364,N-Pivaloylaniline,6.0
DTXSID3021647,C5H8O3,116.047344,2-keto valeric acid,3.0
DTXSID3021726,C7H7NO2,137.047678,Salicylamide,3.0
DTXSID3021857,C15H24O,220.182715,4-Nonylphenol,3.0
DTXSID3021932,C4H11NO2,105.078979,Diethanolamine,3.0
DTXSID30222915,C11H8N2,168.068748,Norharman,6.0
DTXSID3022322,C15H14O6,290.079038,(±)-Catechin,1.0
DTXSID3022324,C21H20O10,432.105647,Genistin,3.0
DTXSID3022326,C27H30O16,610.153385,Rutin,6.0
DTXSID3022370,C21H30O2,314.22458,progesterone,3.0
DTXSID3022372,C18H24O3,288.172545,2-hydroxyestradiol,3.0
DTXSID3022403,C14H12O4,244.073559,dioxybenzone,3.0
DTXSID3022530,C16H12O5,284.068473,Prunetin,6.0
DTXSID3022588,C19H20N8O5,440.155666,Aminopterin,3.0
DTXSID3022748,C15H14ClN3O4S,367.039354,Cefaclor,3.0
DTXSID3022829,C38H69NO13,747.476891,Clarithromycin,3.0
DTXSID3022877,C9H13N3O5,243.085521,Cytarabine,3.0
DTXSID3022906,C9H19NO4,205.131408,dexpanthenol,3.0
DTXSID3023057,C9H11FN2O5,246.0652,floxuridine,3.0
DTXSID3023132,C8H8F3N3O4S2,330.990832,Hydroflumethiazide,3.0
DTXSID3023188,C22H22FN3O3,395.16452,Ketanserin,6.0
DTXSID3023215,C18H34N2O6S,406.213758,Lincomycin,3.0
DTXSID3023219,C22H27NO2,337.204179,Lobeline,3.0
DTXSID3023269,C12H15NO3,221.105193,Metaxalone,5.0
DTXSID3023479,C14H17N5O3,303.133139,Pipemidic Acid,3.0
DTXSID3023502,C23H30O6,402.204239,Prednisolone Acetate,3.0
DTXSID3023554,C35H42N2O9,634.289031,Rescinnamine,3.0
DTXSID3023639,C19H25N5O4,387.190654,Terazosin,2.0
DTXSID3023683,C10H12N2,160.100048,Tolazoline,2.0
DTXSID3023687,C22H31NO,325.240565,Tolterodine,2.0
DTXSID3023716,C14H12O3,228.078644,Trioxsalen,3.0
DTXSID3023897,C14H16ClN3O2,293.093104,Triadimefon,6.0
DTXSID30241626,C7H5N5O3,207.039239,Pterin-6-carboxylic Acid,5.0
DTXSID3024316,C9H16N4OS,228.104482,Tebuthiuron,3.0
DTXSID30243286,C15H20Cl2N2O3,346.085098,raclopride,6.0
DTXSID3024786,C16H18O9,354.095082,Chlorogenic Acid,6.0
DTXSID3025332,C9H10FNO2,183.069557,P-Fluorophenylalanine,3.0
DTXSID3025419,C9H8N2O2,176.058578,4-Hydroxyaminoquinoline N-oxide,3.0
DTXSID3026067,C11H11N3O2S,249.057197,Sulfapyridine,3.0
DTXSID3026647,C7H6O3,138.031694,p-Salicylic acid,6.0
DTXSID3026728,C10H18O,154.135765,Nerol,3.0
DTXSID3026930,C22H44O2,340.334131,Docosanoic acid,2.0
DTXSID30274353,C25H41NO3S,435.280715,N-acetyl-S-geranylgeranyl-L-Cysteine,6.0
DTXSID30274414,C26H57NO6P,510.39235,Lyso-PAF C-18,3.0
DTXSID30332245,C9H20N4O2,216.158626,N-omega-propyl-L-Arginine,3.0
DTXSID30333656,C18H20N2O4,328.142307,Phe Tyr,6.0
DTXSID3034165,C12H10F3N3O4,317.06234,Nilutamide,3.0
DTXSID30348063,C21H14N2O2,326.105528,CAY10567,3.0
DTXSID3036496,C21H28O2,312.20893,Levonorgestrel,3.0
DTXSID3036525,C19H30O2,290.22458,Androsterone,3.0
DTXSID3037044,C16H19N3O5S,365.104541,Amoxicillin,3.0
DTXSID3037129,C19H20N2O3S,356.119463,Pioglitazone,6.0
DTXSID3037208,C14H11Cl2NO2,295.016684,Diclofenac,3.0
DTXSID3037250,C13H12N2O5S,308.046692,Nimesulide,3.0
DTXSID30380504,C12H8ClN3O3,277.025419,T0070907,2.0
DTXSID30384608,C17H21N3O4S,363.125277,GSK264220A,3.0
DTXSID30390587,C20H32O4,336.23006,15-epi-PGA1,3.0
DTXSID30392309,C24H40O3,376.297745,Pinane Thromboxane A2,3.0
DTXSID30402679,C24H22BrNO9,547.047794,Naphthol AS-BI a-D-glucuronide,2.0
DTXSID3040562,C8H17N3O2,187.132077,L-NIL,5.0
DTXSID30408954,C20H21N5,331.179696,1-NM-PP1,3.0
DTXSID3040930,C6H6O3,126.031694,Hydroxyhydroquinone,3.0
DTXSID3040938,C19H26O3,302.188195,2-Methoxyestradiol,2.0
DTXSID3041035,C17H26O4,294.183109,6-Gingerol,6.0
DTXSID3041083,C31H36N2O11,612.23191,Novobiocin,6.0
DTXSID3041085,C18H20FN3O4,361.143784,Ofloxacin,3.0
DTXSID3041247,C15H12O2,224.08373,Dibenzoylmethane,3.0
DTXSID3041405,C7H5ClN2O3,199.99887,Aklomide,3.0
DTXSID30415168,C15H10O7,302.042653,Hieracin,3.0
DTXSID3042003,C21H40O4,356.29266,MG(18:1(9Z)/0:0/0:0)[rac],3.0
DTXSID3042053,C11H9NO3,203.058243,3-(3-Indolyl)-2-oxopropanoic acid,6.0
DTXSID30425005,C20H36O3,324.266445,15(S)-HEDE,2.0
DTXSID3042508,C5H4N4O3,168.02834,Uric acid,6.0
DTXSID30426097,C14H15NO4,261.100108,Ethyl 1-benzyl-3-hydroxy- 2-oxo[5H]pyrrole-4-carboxylate,6.0
DTXSID3042635,C14H21N3O,247.168462,Y-27632,6.0
DTXSID3042639,C26H41N3O5,475.304621,(S)-MG132,5.0
DTXSID30434718,C17H20N2O5S,364.109292,CAY10609,6.0
DTXSID30437648,C18H24O4,304.167459,Latanoprost Lactone Diol,3.0
DTXSID3043782,C27H22N5O4,480.167179,Pranlukast,3.0
DTXSID3043996,C46H77NO17,915.51915,Tylosin,3.0
DTXSID30444897,C26H42N2O2,414.324629,Palmitoyl Serotonin,3.0
DTXSID3044914,C7H4Cl2O3,205.953749,"3,5-dichlorosalicylic acid",3.0
DTXSID3045192,C8H5F3N2OS,234.007468,Riluzole,6.0
DTXSID3045433,C19H23N4O6PS,466.107592,Benfotiamine,6.0
DTXSID3045514,C19H27N5O4,389.206304,Alfuzosin,3.0
DTXSID3045645,C22H22O8,414.131468,Podophyllotoxin (Podophyllum),2.0
DTXSID3045857,C11H14ClN3O4S3,382.983496,Althiazide,3.0
DTXSID3045930,C22H28O3,340.203845,Canrenone,3.0
DTXSID3046453,C22H21Cl3N4O,462.078094,Rimonabant,2.0
DTXSID3046534,C7H11NO5,189.063722,N-Acetyl-L-glutamic acid,6.0
DTXSID3046958,C11H17BrN,242.054437,Bretylium,3.0
DTXSID3047429,C22H30FO8P,472.166233,dexamethasone phosphate,3.0
DTXSID3047477,C21H28O2,312.20893,Norgestrel,3.0
DTXSID3047633,C20H38O2,310.28718,Oleic Acid ethyl ester,5.0
DTXSID3048102,C12H22O11,342.116212,"a,a-Trehalose",3.0
DTXSID3048528,C17H25NO3,291.183444,Cyclopentolate,3.0
DTXSID3048861,C12H22O12,358.111126,Lactobionic acid,3.0
DTXSID3057642,C15H17NO2,243.125929,Agomelatine,6.0
DTXSID3057696,C8H7NO,133.052764,4-Hydroxyindole,3.0
DTXSID3059189,C8H8O5,184.037173,4-O-Methyl-gallate,2.0
DTXSID3059472,C10H12O5,212.068473,Eudesmic Acid,3.0
DTXSID30612352,C16H26O5,298.178024,"13,14-dihydro-15-keto-tetranor PGE2",6.0
DTXSID3062366,C13H24N2O,224.188863,"N,N'-Dicyclohexylurea",3.0
DTXSID30640559,C16H16O4,272.104859,"3,4',5-Trismethoxybenzophenone",3.0
DTXSID3064643,C6H15NO6S,229.062008,N-Tris[hydroxymethyl]methyl-2-aminoethanesulfonic acid  [TES],6.0
DTXSID30653144,C9H19N3O2,201.147727,Ethyl-L-NIO,5.0
DTXSID30658255,C25H26N4O4,446.195405,CAY10625,3.0
DTXSID30693964,C14H18O5,266.11542,(±)-Goniothalesdiol,3.0
DTXSID30693969,C49H44F2N4O5S,838.300048,RSC-3388,3.0
DTXSID30694017,C20H35NO2,321.266779,a-Linolenoyl Ethanolamide,5.0
DTXSID30709973,C39H74NO8P,715.515205,1-Palmitoyl-2-linoleoyl PE,6.0
DTXSID3073212,C9H10O2,150.06808,4-Ethylbenzoic acid,1.0
DTXSID3074311,C15H16O6,292.094688,Picrotoxinin,2.0
DTXSID3075339,C21H24O10,436.136947,Phloridzin,3.0
DTXSID3075383,C9H6O4,178.026609,Esculetin,3.0
DTXSID3075412,C15H12O4,256.073559,Pinocembrin,3.0
DTXSID30849520,C23H37NO5S,439.239244,"14,15-Leukotriene E4",6.0
DTXSID30862436,C9H10O3,166.062994,Atrolactic acid,1.0
DTXSID30871866,C10H16O2,168.11503,Chrysanthemic acid,2.0
DTXSID30877126,C13H11NO,197.084064,N-benzylideneaniline n-oxide,4.0
DTXSID30883621,C9H12N2O5,228.074622,2'-Deoxyuridine,3.0
DTXSID30883626,C10H13N5O4,267.096754,Deoxyguanosine,6.0
DTXSID30884411,C5H12O5,152.068473,L-(-)-Arabitol,6.0
DTXSID30889320,C21H29N7O14P2,665.124772,NADH,6.0
DTXSID30895042,C25H37NO4,415.272259,17-phenyl trinor PGF2a ethyl amide,3.0
DTXSID30895860,C14H20N6O5S,384.121589,S-Adenosylhomocysteine,6.0
DTXSID30897162,C20H32O5,352.224974,PGD2,5.0
DTXSID3091535,C11H16N2O8,304.090666,N-Acetylaspartylglutamic Acid,6.0
DTXSID40149588,C3H4O4,104.010959,ß-Hydroxypyruvic acid,2.0
DTXSID40150235,C25H38O3,386.282095,HU-211,6.0
DTXSID40166154,C23H22ClNO2,379.133907,Licofelone,6.0
DTXSID40170317,C13H10N2O3,242.069142,2-Amino-5-nitrobenzophenone,2.0
DTXSID40179067,C23H46O2,354.349781,tricosanoic acid,3.0
DTXSID40179163,C18H35NO3,313.261694,N-Palmitoyl Glycine,5.0
DTXSID40180274,C12H28N4O,244.226312,N1-Acetylspermine,3.0
DTXSID40188795,C4H9N3O2,131.069477,3-Guanidinopropionic acid,6.0
DTXSID40189722,C20H32O5,352.224974,5-trans-PGE2,3.0
DTXSID40191067,C15H13D2ClN2S,292.077,3-(2-chloro-10H-phenothiazin-10-yl)propan-1-amine,3.0
DTXSID40195964,C10H10O4,194.057909,Cresopyrine,3.0
DTXSID40197807,C11H12N2,172.100048,Desoxypeganine,3.0
DTXSID40198177,C10H11NO3,193.073893,Phenylacetylglycine,5.0
DTXSID40199508,C15H13FO2,244.089958,(R)-Flurbiprofen,2.0
DTXSID4020032,C6H12N2O2,144.089878,Adipamide,3.0
DTXSID4020113,C17H23NO3,289.167794,Atropine,3.0
DTXSID4020240,C6H11NO,113.084064,e-Caprolactam,3.0
DTXSID4020329,C10H16N6S,252.115715,Cimetidine,3.0
DTXSID40203290,C7H7NO3,153.042593,3-Hydroxyanthranilic acid,5.0
